name,address_street,address_suite,address_zip,inspection_date,inspection_score,inspection_type
DALLAS INTERNATIONAL SCHOOL,6039 CHURCHILL WAY,,75230,2015-10-28,91,routine
DOLLAR GENERAL STORE #10967,2020 N MASTERS DR,,75217,2015-10-28,91,routine
MUDSMITH,2114 GREENVILLE AVE,,75206,2015-10-28,91,routine
WAL-MART #3015 - DELI,2827 S BUCKNER BLVD,,75227,2015-10-28,91,routine
WOODROW WILSON HIGH,100 S GLASGOW DR,,75214,2015-10-28,91,routine
YOGURT LAND,4520 FRANKFORD RD,#1000,75287,2015-10-28,91,routine
EPISCOPAL SCHOOL OF DALLAS,8011 S DOUGLAS,,75225,2015-10-28,92,routine
PEKING KITCHEN,1710 NORMAN DR,,75211,2015-10-28,92,routine
IRON CACTUS MEXICAN GRILL,1520 MAIN ST,3RD F,75201,2015-10-28,93,routine
MELIO'S CHAR BAR,2026 GREENVILLE AVE,,75206,2015-10-28,93,routine
PERSHING ELEMENTARY SCHOOL,5717 MEADERS LN,,75229,2015-10-28,93,routine
039 NIGHT CLUB,1820 W MOCKINGBIRD LN,#34,75235,2015-10-28,94,routine
ALEX ICE CREAM,9009 BRUTON RD,#449,75217,2015-10-28,94,routine
BISHOP DUNNE HIGH SCHOOL GYM,3900 RUGGED DR,,75224,2015-10-28,94,routine
J W RAY ELEMENTARY,2211 CADDO ST,,75204,2015-10-28,94,routine
MONSTER YOGURT,9540 GARLAND RD,394,75218,2015-10-28,94,routine
PEAK PREPARATORY SECONDARY SCHOOL 3,4600 BRYAN ST,3,75204,2015-10-28,94,routine
WAL-MART #3015 - PRODUCE,2827 S BUCKNER BLVD,,75227,2015-10-28,94,routine
WAL-MART #3015 BAKERY,2827 S BUCKNER BLVD,,75227,2015-10-28,94,routine
BISTRO RESTAURANT BAR 2ND FL,13340 DALLAS PKWY,,75240,2015-10-28,95,routine
WESTIN GALLERIA DALLAS EMPLOYEE KITCHEN,13340 DALLAS PKWY,,75240,2015-10-28,95,routine
ALEX ICE CREAM,2800 SHARON AVE,,75211,2015-10-28,96,routine
OOB- DID NOT NEED HEALTH APP BI (12/21/15),2901 MORGAN DR,,75241,2015-10-28,96,routine
PEAK PREPARATORY-PRIMARY SCHOOL,1474 ANNEX AVE,,75204,2015-10-28,96,routine
THE EPSICOPAL SCHOOL OF,8011 DOUGLAS AVE,,75225,2015-10-28,96,routine
BISHOP DUNNE HIGH STADIUM,3900 RUGGED DR,,75224,2015-10-28,97,routine
MCCHICKEN & RICE,8106 SPRING VALLEY RD,,75240,2015-10-28,97,routine
WAL-MART #3015 - GROCERY,2827 S BUCKNER BLVD,,75227,2015-10-28,97,routine
WENDY'S #9410,5215 SPRING VALLEY RD,,75240,2015-10-28,97,routine
WESTIN GALLERIA DALLAS BANQUET KITCHEN,13340 DALLAS PKWY,,75240,2015-10-28,97,routine
AMERICAN GIRL BOUTIQUES AND BISTRO,13464 DALLAS PKWY,,75240,2015-10-28,100,routine
CHRIST THE KING SCHOOL,4100 COLGATE AVE,,75225,2015-10-28,100,routine
COMMUNITY MARKET,778 FORT WORTH AVE,,75208,2015-10-28,100,routine
FAMILY DOLLAR #3419,2015 N MASTERS DR,#207,75217,2015-10-28,100,routine
JAMIE SUSHI,3939 FRANKFORD RD,,75287,2015-10-28,100,routine
WHITEACRE- STARBUCKS,208 S AKARD ST,103,75202,2015-10-28,100,routine
SONIC DRIVE IN,8602 S LANCASTER RD,,75241,2015-10-29,60,routine
PHOENIX HOUSE,2345 REAGAN ST,,75219,2015-10-29,62,routine
FLAMING BUFFET,11722 MARSH LN,#228,75229,2015-10-29,63,routine
HENDERSON CHICKEN,4210 W CAMP WISDOM RD,#100,75237,2015-10-29,70,routine
MALAI,3699 MCKINNEY AVE,#C319,75204,2015-10-29,80,routine
WILLIAMS FRIED CHICKEN,8502 S LANCASTER RD,,75241,2015-10-29,81,routine
LAKE HIGHLANDS KITCHEN,642 BROOKHURST DR,,75218,2015-10-29,83,routine
SNAPPY FOODS,1821 S ST AUGUSTINE RD,,75217,2015-10-29,83,routine
DOUGH BRO'S ITALIAN KITCHEN,5181 KELLER SPRINGS RD,#101,75248,2015-10-29,84,routine
EL JORDAN CAFE,416 N BISHOP AVE,,75208,2015-10-29,84,routine
GOLDEN CORRAL,1540 N COCKRELL HILL RD,,75211,2015-10-29,85,routine
STUDIO BAR & GRILL,1135 S LAMAR ST,,75215,2015-10-29,85,routine
LUNAS @ BROOK HOLLOW,8424 HARRY HINES BLVD,,75235,2015-10-29,86,routine
7-ELEVEN CONVENIENCE STORE #36002C,9998 MARSH LN,,75220,2015-10-29,87,routine
GATEWAY CHARTER ACADEMY,6103 HOUSTON SCHOOL RD,,75241,2015-10-29,87,routine
INSPIRING BODY OF CHRIST (IBOC),7701 S WESTMORELAND RD,,75237,2015-10-29,89,routine
PALLADIUM,1135 S LAMAR ST,,75215,2015-10-29,89,routine
"BELMONT VILLAGE TURTLE CREEK TENANT, LLC",3535 N HALL ST,,75219,2015-10-29,90,routine
HEXTER ELEMENTARY SCHOOL,9720 WATERVIEW PKWY,,75218,2015-10-29,90,routine
WHATABURGER #608,18180 DALLAS PKWY,,75287,2015-10-29,90,routine
PIZZA HUT #744011,2223 S BUCKNER BLVD,#245,75217,2015-10-29,91,routine
D.F. DISTRIBUTION CENTER,13331 PRESTON RD,#1032,75240,2015-10-29,92,routine
GATEWAY #2,1739 S ST AUGUSTINE DR,,75217,2015-10-29,92,routine
JOE'S PIZZA PASTA & SUBS,4343 W NORTHWEST HWY,#347,75220,2015-10-29,92,routine
RESTAURANT SANTA ROSA,3720 WALNUT HILL LN,,75229,2015-10-29,92,routine
HEB CENTRAL MARKET BAKERY,10720 PRESTON RD,#1018,75230,2015-10-29,93,routine
HEB CENTRAL MKT/DELI,10720 PRESTON RD,#1018,75230,2015-10-29,93,routine
HEB CENTRAL MKT/FISH,10720 PRESTON RD,#1018,75230,2015-10-29,93,routine
KATHY'S CHOICE,7989 BELTLINE RD,#138,75248,2015-10-29,93,routine
LIBERTY BURGER,5181 KELLER SPRINGS RD,#104,75248,2015-10-29,93,routine
SANTA CLARA CATHOLIC CHURCH CAFETERIA,321 CALUMET AVE,,75211,2015-10-29,93,routine
THE EXECUTIVE SNACK SHOP,4144 N CENTRAL EXPW,#150,75204,2015-10-29,93,routine
BENT TREE EXXON/ICE CREAM,16110 DALLAS PKWY,,75287,2015-10-29,94,routine
SPICE IN THE CITY,1512 COMMERCE ST,#100,75201,2015-10-29,94,routine
SUBWAY SANDWICHES,16110 DALLAS PKWY,,75248,2015-10-29,94,routine
HEB CENTRAL MARKET GROCERY/PRODUCE,10720 PRESTON RD,#1018,75230,2015-10-29,95,routine
R & R CAFE,14180 DALLAS PKWY,#101,75240,2015-10-29,95,routine
RAYS BARBEQUE,2600 LONE STAR ST,,75212,2015-10-29,96,routine
TENET HEALTH CARE SYSTEMS,1445 ROSS AVE,#1400,75202,2015-10-29,96,routine
CATRACHITO RESTAURANT,9458 MARSH LN,,75220,2015-10-29,97,routine
HEB CENTRAL MKT/JUICE,10720 PRESTON RD,#1018,75230,2015-10-29,97,routine
JOHN PEELER ELEM SCHOOL,810 S LLEWELLYN AVE,,75208,2015-10-29,97,routine
GILLEY'S,1135 S LAMAR ST,,75215,2015-10-29,100,routine
TENET HEALTH CARE SYSTEMS,1445 ROSS AVE,#1500,75202,2015-10-29,100,routine
THE LOFT,1135 S LAMAR ST,,75215,2015-10-29,100,routine
7-ELEVEN STORE #36449J,5950 S RL THORNTON FRWY,,75232,2015-10-30,80,follow-up
HALLS CHICKEN SHACK,2327 S BUCKNER BLVD,,75227,2015-10-30,70,routine
SUBWAY SANDWICHES,309 W KIEST BLVD,#A,75224,2015-10-30,77,routine
EL MIGUELENO CAFE,10788 HARRY HINES BLVD,#G-10,75220,2015-10-30,80,routine
FONDITA LA PECOSA,10788 HARRY HINES BLVD,#A-5,75220,2015-10-30,80,routine
GOLDEN CHICK,2253 S BUCKNER BLVD,,75217,2015-10-30,80,routine
KWIK WAY FOOD #200,1004 W CAMP WISDOM RD,,75232,2015-10-30,80,routine
TOP POT DOUGHNUTS,8611 HILLCREST RD,#195,75225,2015-10-30,80,routine
BENGAL FOOD STORE,3003 S BUCKNER BLVD,,75227,2015-10-30,81,routine
JACK IN THE BOX #3824,7410 BONNIE VIEW RD,,75241,2015-10-30,81,routine
ANTOGITOS REGIOS,735 N WESTMORELAND RD,CC107,75211,2015-10-30,84,routine
HAPPY DOG'S,10788 HARRY HINES BLVD,#H16,75220,2015-10-30,84,routine
MOE'S SOUTHWEST GRILL,2121 MAIN ST,#100,75201,2015-10-30,86,routine
LINCOLN HIGH SCHOOL,2826 ELSIE FAYE HEGGINS ST,,75215,2015-10-30,87,routine
B C ICE CREAM A,735 N WESTMORELAND RD,,75211,2015-10-30,89,routine
DOLLAR TREE #4305,2525 W WHEATLAND RD,,75237,2015-10-30,89,routine
RUBENS SHRIMP COCKTAIL,735 N WESTMORELAND RD,,75211,2015-10-30,89,routine
GATEWAY SHELL #26,3102 W CAMP WISDOM RD,,75237,2015-10-30,90,routine
OLIVIA'S STORE,10788 HARRY HINES,,75220,2015-10-30,90,routine
FRUITLANDIA,10788 HARRY HINES BLVD,#G-8,75220,2015-10-30,91,routine
LE BILBOQUET,4514 TRAVIS ST,#124,75205,2015-10-30,91,routine
GUTY'S CAFE,735 N WESTMORELAND RD,A-103,75211,2015-10-30,92,routine
STARBUCKS COFFEE #6222,4343 W NORTHWEST HWY,#390,75220,2015-10-30,92,routine
COCINA HERNANDEZ,735 N WESTMORELAND RD,#112,75211,2015-10-30,93,routine
MAJESTIC THEATRE-CULINAIRE,1925 ELM ST,,75226,2015-10-30,94,routine
THE EMPORIUM-PURVEYORS OF FINE PIES,314 N BISHOP AVE,,75208,2015-10-30,94,routine
BC ICE CREAM # 3,735 N WESTMORELAND RD,210,75211,2015-10-30,96,routine
LA GOURMET PIZZA,2709 MCKINNEY AVE,,75204,2015-10-30,96,routine
B C ICE CREAM B,735 N WESTMORELAND RD,,75211,2015-10-30,100,routine
HAPPY DOGS,10788 HARRY HINES,#B13,75220,2015-10-30,100,routine
LINCOLN HIGH SCHOOL/ TIGER DEN,2826 ELSIE FAYE HEGGINS,,75215,2015-10-30,100,routine
WESTIN PRIVATE EVENT ROOM,13340 DALLAS PKWY,,75240,2015-10-30,100,routine
TORTILLERIA Y RESTAURANTE MAMA QUETA,9911 LAKE JUNE RD,#D,75217,2015-10-31,66,routine
TIZON TAKOZ ARANDAZ,8921 LAKE JUNE RD,,75217,2015-10-31,76,routine
SANCHEZ'S PANADERIA Y TAQUERIA,6131 LAKE JUNE PL,,75217,2015-10-31,84,routine
FIESTA MART #210 (PRODUCE),10121 LAKE JUNE RD,,75217,2015-10-31,86,routine
FIESTA MART #210 (GROCERY),10121 LAKE JUNE RD,,75217,2015-10-31,96,routine
NEVERIA Y FRUTERIA LA FRESITA,8433 LAKE JUNE RD,,75217,2015-10-31,97,routine
THE BOILING CRAB,10560 WALNUT ST,#100,75243,2015-11-02,84,follow-up
COFFEE HOUSE CAFE,6150 FRANKFORD RD,,75252,2015-11-02,70,routine
YOKOHAMA JAPANESE RESTAURANT,19009 PRESTON RD,115,75252,2015-11-02,77,routine
7-ELEVEN CONVENIENCE STORE #33494B,18008 PRESTON RD,,75252,2015-11-02,80,routine
CARNIVAL FOOD STORE #77 DELI,3460 WEBB CHAPEL EXT,,75220,2015-11-02,80,routine
GOOD SHEPERD EPISCOPAL SCHOOL,11110 MIDWAY RD,,75229,2015-11-02,81,routine
HIGHLAND PARK PHARMACY,3229 KNOX ST,,75205,2015-11-02,81,routine
THE WINSTON SCHOOL,5707 ROYAL LN,,75230,2015-11-02,81,routine
CHURCH'S CHICKEN,14115 COIT RD,,75254,2015-11-02,83,routine
SOUTHERN MAID DONUTS,937 W DAVIS ST,,75208,2015-11-02,83,routine
HILTON DALLAS LINCOLN CENTRE - MAIN KITCHEN,5410 LBJ FRWY,,75240,2015-11-02,84,routine
CARNIVAL FOOD STORE #77 JUICE,3460 WEBB CHAPEL EXT,,75220,2015-11-02,86,routine
AZUKITA CLUB RUMOURS,9009 SOVEREIGN ROW,#B,75247,2015-11-02,87,routine
CHIPOTLE MEXICAN GRILL,18152 PRESTON RD,#1,75252,2015-11-02,87,routine
CRISWELL COLLEGE,4024 GASTON AVE,,75246,2015-11-02,87,routine
CARNIVAL FOOD STORES #77/GROCERY,3460 WEBB CHAPEL EXT,,75220,2015-11-02,88,routine
I HEART YOGURT,10720 PRESTON RD,#1006,75230,2015-11-02,88,routine
7-ELEVEN SKB,5365 SPRING VALLEY RD,#101,75254,2015-11-02,90,routine
DALLAS RENAISSANCE HOTEL ASADOR,2222 N STEMMONS FRWY,,75207,2015-11-02,90,routine
TRADER JOES,14856 PRESTON RD,#200,75240,2015-11-02,90,routine
FITZHUGH CHEVRON,4151 N CENTRAL EXPW,,75204,2015-11-02,91,routine
HILTON DALLAS LINCOLN CENTRE - L'EXPRESS,5410 LBJ FRWY,,75240,2015-11-02,91,routine
IHOP,1626 W MOCKINGBIRD LN,,75235,2015-11-02,91,routine
JIMMY JOHN'S SANDWICHES,18152 PRESTON RD,#3,75252,2015-11-02,91,routine
NOVA,1417 W DAVIS ST,,75208,2015-11-02,91,routine
SUBWAY SANDWICHES,655 W ILLINOIS AVE,116,75224,2015-11-02,91,routine
FRANCISCO MEDRANO MIDDLE SCHOOL,9801 BROCKBANK DR,,75220,2015-11-02,92,routine
CARNIVAL FOOD STORE #77 MEAT,3460 WEBB CHAPEL EXT,,75220,2015-11-02,93,routine
DALLAS RENAISSANCE HOTEL/BANQUET KITCHEN,2222 N STEMMONS FRWY,,75207,2015-11-02,93,routine
HILTON DALLAS LINCOLN CENTRE - CROCKETTS RESTAURANT,5410 LBJ FRWY,,75240,2015-11-02,94,routine
SUBWAY,2505 N FITZHUGH AVE,,75204,2015-11-02,94,routine
SUNSET HIGH SCHOOL,2120 W JEFFERSON BLVD,,75211,2015-11-02,94,routine
TORTILLERIA CUAHUTEMOC,2325 N FITZHUGH AVE,#101,75204,2015-11-02,94,routine
PRESTON HOLLOW ELEMENTARY,6423 WALNUT HILL LN,,75230,2015-11-02,95,routine
PHOENIX HOUSE,2345 REAGAN ST,,75219,2015-11-02,96,routine
SAM'S CLUB GROCERY/PRODUCE,9461 WEBB CHAPEL RD,,75220,2015-11-02,96,routine
BURGER KING,14010 COIT RD,,75240,2015-11-02,97,routine
CARNIVAL FOOD STORE #77 PRODUCE,3460 WEBB CHAPEL EXT,,75220,2015-11-02,97,routine
CARNIVAL FOOD STORE #77 SEAFOOD,3460 WEBB CHAPEL EXT,,75220,2015-11-02,97,routine
HIELO DEL CIELO (KIOSK),3460 WEBB CHAPEL EXT,,75220,2015-11-02,97,routine
HILTON DALLAS LINCOLN CENTRE - LOBBY BAR,5410 LBJ FRWY,,75240,2015-11-02,97,routine
SIGELS LIQUOR STORE,3209 N FITZHUGH AVE,,75204,2015-11-02,97,routine
CARNIVAL FOOD STORE #77 BAKERY,3460 WEBB CHAPEL EXT,,75220,2015-11-02,100,routine
CAROLYN C BUKHAIR ELEMENTARY,13900 MAHAM RD,,75240,2015-11-02,100,routine
HILTON DALLAS LINCOLN CENTRE - EMP CAFETERIA,5410 LBJ FRWY,,75240,2015-11-02,100,routine
HILTON HOTEL GIFT SHOP,5410 LBJ FRWY,,75240,2015-11-02,100,routine
SAM'S #8248 MEAT & FISH,9461 WEBB CHAPEL RD,,75220,2015-11-02,100,routine
SAM'S CLUB #8248/BAKERY,9461 WEBB CHAPEL RD,,75220,2015-11-02,100,routine
SAM'S CLUB #8248/DELI,9461 WEBB CHAPEL RD,,75220,2015-11-02,100,routine
SHINJUKU SUSHI,8204 WALNUT HILL LN SSB,#LL1,75231,2015-11-02,100,routine
THOMAS JEFFERSON HIGH SCHOOL,4001 WALNUT HILL LN,,75229,2015-11-02,100,routine
PHO IS FOR LOVERS,5521 GREENVILLE AVE,#105,75206,2015-11-03,78,routine
SOUTHERN MAID DONUTS,655 W ILLINOIS AVE,#303,75224,2015-11-03,78,routine
FERNANDOS MEXICAN CUISINE,4514 TRAVIS ST,#201,75205,2015-11-03,80,routine
LA MICHOACANA MEAT MARKET - TAQUERIA,3380 LOMBARDY LN,,75220,2015-11-03,80,routine
COWBOY CHICKEN,5315 GREENVILLE AVE,#125,75206,2015-11-03,81,routine
GOLDEN CHICK,3036 W MOCKINGBIRD LN,,75205,2015-11-03,81,routine
ZIZIKI'S,4514 TRAVIS ST,#122,75205,2015-11-03,82,routine
VILLA O,4514 TRAVIS ST,#132,75205,2015-11-03,83,routine
ZEN SUSHI BAR,380 W SEVENTH ST,,75208,2015-11-03,84,routine
JERSEY MIKE'S SUBS,5521 GREENVILLE AVE,#109,75206,2015-11-03,86,routine
WHATABURGER #559,6061 GREENVILLE AVE,,75206,2015-11-03,86,routine
SAINT ANN CAFE,2514 HARRY HINES BLVD,,75201,2015-11-03,87,routine
BBBOP,5323 GREENVILLE AVE,#5,75206,2015-11-03,88,routine
EVERETTE L DEGOLYER,3453 FLAIR DR,,75229,2015-11-03,89,routine
PIGGIE PIE PIZZA,5315 GREENVILLE AVE,,75206,2015-11-03,89,routine
WINGSTOP,3400 LOMBARDY LN,#107,75220,2015-11-03,89,routine
LA MICHOACANA MEAT MARKET- BAKERY,3380 LOMBARDY LN,,75220,2015-11-03,90,routine
LA MICHOACANA MEAT MKT/CARNICERIA,3380 LOMBARDY LN,,75220,2015-11-03,91,routine
PIZZA HUT,14760 PRESTON RD,,75254,2015-11-03,91,routine
KZAK SHELL,14040 COIT RD,,75240,2015-11-03,92,routine
AIDS INTERFAITH NETWORK,2707 N STEMMONS FRWY,#140,75207,2015-11-03,93,routine
JESUIT PREP SCHOOL,12345 INWOOD RD,,75234,2015-11-03,94,routine
JESUIT PREP SCHOOL STADIUM CONCESS,12345 INWOOD RD,,75234,2015-11-03,94,routine
PIZZA PATRON,3400 LOMBARDY LN,#104,75230,2015-11-03,94,routine
W.T. WHITE HIGH SCHOOL,4505 RIDGESIDE DR,,75244,2015-11-03,94,routine
GOOCH ELEMENTARY,4030 CALCULUS DR,,75244,2015-11-03,95,routine
LA MICHOACAUA MEAT MKT/GROCERY,3380 LOMBARDY LN,,75220,2015-11-03,96,routine
AMIGO'S GROCERY,2259 ANSON AVE,,75235,2015-11-03,97,routine
FRANK DOBIE ELEMENTARY,14040 ROLLING HILLS LN,,75240,2015-11-03,97,routine
OAK CLIFF SHELL,515 S BECKLEY AVE,,75208,2015-11-03,97,routine
PINNACLE PREP PRIMARY,2510 S VERNON AVE,,75224,2015-11-03,97,routine
RISD ACADEMY,13630 COIT RD,,75240,2015-11-03,97,routine
YOGURTLAND,13350 DALLAS PKWY,#925,75240,2015-11-03,97,routine
CELI,3014 GASTON AVE,#A,75226,2015-11-04,72,routine
LA NUEVA FRESH & HOT,9625 WEBB CHAPEL RD,#200,75220,2015-11-04,73,routine
MCDONALD'S,1808 S BELTLINE RD,,75253,2015-11-04,75,routine
SUZE,4345 W NORTHWEST HWY,#270,75220,2015-11-04,75,routine
RODEO GOAT,1926 N MARKET CENTER BLVD,,75207,2015-11-04,81,routine
FAT RABBIT - KITCHEN,2533 MCKINNEY AVE,,75201,2015-11-04,82,routine
ROYAL CHOPSTIX,9625 WEBB CHAPEL RD,#400,75220,2015-11-04,82,routine
ROZA'S BAKERY,6465 E MOCKINGBIRD LN,#405,75214,2015-11-04,83,routine
WHATABURGER,8850 N STEMMONS FRWY,,75247,2015-11-04,83,routine
CRISPY CHICKEN AND RICE,3446 WEBB CHAPEL EXT,#B,75220,2015-11-04,84,routine
RAINBOW ICE CREAM,3446 WEBB CHAPEL EXT,#A,75220,2015-11-04,84,routine
THE STANDARD POUR,2900 MCKINNEY AVE,,75204,2015-11-04,84,routine
JACK IN THE BOX #3739,7260 N STEMMONS FRWY,,75247,2015-11-04,85,routine
PARLIAMENT BAR,2418 ALLEN ST,,75204,2015-11-04,85,routine
MCDONALDS,3520 STOREY LN,,75220,2015-11-04,86,routine
MCDONALDS,5934 ABRAMS RD,,75231,2015-11-04,86,routine
OCEAN PRIME,2101 CEDAR SPRINGS RD,132,75201,2015-11-04,86,routine
7-11 #18765,111 N CARROLL AVE,,75226,2015-11-04,87,routine
CIBERJUGOS Y FRUTAS,9625 WEBB CHAPEL RD,#100,75220,2015-11-04,87,routine
FAT RABBIT - INSIDE BAR,2533 MCKINNEY AVE,,75201,2015-11-04,87,routine
EINSTEIN BROS BAGELS#1650,6109 BERKSHIRE LN,,75225,2015-11-04,88,routine
J L LONG JR HIGH,6116 REIGER AVE,,75214,2015-11-04,88,routine
PANADERA LA HACIENDA,316 W JEFFERSON BLVD,,75208,2015-11-04,88,routine
THE ORION BALLROOM,400 S ZANG BLVD,#1500,75208,2015-11-04,88,routine
VALERO CORNER STORE # 2268,3434 WEBB CHAPEL EXT,,75220,2015-11-04,88,routine
ROGERS ELEMENTARY SCHOOL,5314 ABRAMS RD,,75214,2015-11-04,89,routine
DEL NORTE BAKERY #4,3210 FALLS DR,,75211,2015-11-04,90,routine
AJOOMMA,2240 ROYAL LN,#306,75229,2015-11-04,91,routine
HANDY STOP CONVENIENCE STORE & CHECK CHASING,2771 ROYAL LN,,75229,2015-11-04,91,routine
DAKOTA'S,600 N AKARD ST,#110,75201,2015-11-04,92,routine
BENNY'S FOOD & MART,5942 ABRAMS RD,,75231,2015-11-04,93,routine
ELBOW ROOM,3010 GASTON AVE,,75226,2015-11-04,93,routine
LITTLE CAESARS PIZZA,3220 FALLS DR,3,75211,2015-11-04,93,routine
PATIO BAR,2101 CEDAR SPRINGS RD,132,75201,2015-11-04,93,routine
SPIRAL DINER & BAKERY,1101 N BECKLEY AVE,,75203,2015-11-04,93,routine
YOLK,8315 WESTCHESTER DR,,75225,2015-11-04,93,routine
DOLLAR TREE,6465 E MOCKINGBIRD LN,#370,75214,2015-11-04,94,routine
PAYLESS FOOD & BEER WINE,5620 LBJ FRWY,#300,75240,2015-11-04,94,routine
FAT RABBIT - OUTSIDE BAR,2533 MCKINNEY AVE,,75201,2015-11-04,97,routine
FEDERAL RESERVE BANK - CAFE,2200 N PEARL EXPW,,75201,2015-11-04,97,routine
LAKEWOOD GROWLER,6448 E MOCKINGBIRD LN,,75214,2015-11-04,97,routine
PANADERIA EL PORTON DE SAN AGUSTIN,1512 S BELT LINE RD,#1,75253,2015-11-04,97,routine
QUICKWAY FOOD MART,1402 N CARROLL AVE,,75204,2015-11-04,97,routine
SEAGOVILLE MIDDLE SCHOOL,950 WOODY RD,,75253,2015-11-04,97,routine
1 ABC BEER & WINE,9625 WEBB CHAPEL RD,#100A,75220,2015-11-04,100,routine
FAMILY DOLLAR #1336,3230 FALLS DR,,75211,2015-11-04,100,routine
FUEL STATION #2105,4142 LBJ EXPRESSWAY FRWY,,75234,2015-11-04,100,routine
TIENDA ANA SALVADORENA,3106 DAWES DR,,75211,2015-11-04,100,routine
TORTERIA LA HECHICERA,5611 MAPLE AVE,#A,75235,2015-11-05,60,routine
LOS SAPITOS,2260 W ILLINOIS AVE,,75224,2015-11-05,77,routine
BARCADIA,1917 N HENDERSON,,75224,2015-11-05,80,routine
LIPSCOMB ELEMENTARY,5801 WORTH ST,,75214,2015-11-05,80,routine
ZION LUTHERAN SCHOOL,6121 E LOVERS LN,,75214,2015-11-05,80,routine
PERA,2405 N HENDERSON AVE,,75206,2015-11-05,81,routine
DALLAS PETRO CLUB MAIN KITCHEN,2200 ROSS AVE,3900,75201,2015-11-05,82,routine
MARBELLA'S TAQUERIA,2011 S BECKLEY AVE,,75224,2015-11-05,82,routine
BAKE AND PLAY CAFE,6434 E MOCKINGBIRD LN,#105,75214,2015-11-05,84,routine
FITOS TAQUERIA,2808 W CLARENDON DR,,75211,2015-11-05,85,routine
THE SKELLIG,2409 N HENDERSON AVE,,75206,2015-11-05,86,routine
DENNY'S #7421,2425 WALNUT HILL LN,,75229,2015-11-05,87,routine
MARIE GABRIELLES,2728 N HARWOOD ST,,75201,2015-11-05,87,routine
LOUIE'S,1839 N HENDERSON AVE,,75206,2015-11-05,88,routine
BAKERY/DELI,4349 W NORTHWEST HWY,,75220,2015-11-05,90,routine
TACOLICIOUS,1894 ROYAL LN,#102,75229,2015-11-05,90,routine
TORTAS LA HECHIZERA,13531 MONTFORT DR,#127,75240,2015-11-05,91,routine
MEAT/SEAFOOD,4349 W NORTHWEST HWY,,75220,2015-11-05,92,routine
SUPER TACASO,2801 W CLARENDON DR,,75211,2015-11-05,92,routine
CAFE MOZART BAKERY,2240 ROYAL LN,#306,75229,2015-11-05,93,routine
GATEWAY NEWSTAND,12770 MERIT DR,#123,75251,2015-11-05,93,routine
SUBWAY SANDWICHES,1219 N BECKLEY AVE,,75203,2015-11-05,94,routine
SUPER SEALS GROCERY,2769 W CLARENDON DR,,75211,2015-11-05,96,routine
ADI'S SHELL,2313 S BUCKNER BLVD,#100,75227,2015-11-05,97,routine
CVS PHARMACY #5894,13033 COIT RD,,75240,2015-11-05,97,routine
DALLAS PETRO CLUB MAIN BAR/KITCHEN,2200 ROSS AVE,3900,75201,2015-11-05,97,routine
SPRINGHILL SUITES,2363 STEMMONS TRL,,75220,2015-11-05,97,routine
BEST WESTERN HOTEL,2361 W NORTHWEST HWY,,75220,2015-11-05,100,routine
DALLAS PETRO CLUB,2200 ROSS AVE,3900,75201,2015-11-05,100,routine
DALLAS PETRO CLUB WEST,2200 ROSS AVE,3900,75201,2015-11-05,100,routine
EXECU STORE,2200 ROSS AVE,#200,75201,2015-11-05,100,routine
GROCERY,4349 W NORTHWEST HWY,,75220,2015-11-05,100,routine
HBK SERVICES,2101 CEDAR SPRINGS RD,#700,75201,2015-11-05,100,routine
MINYARD SUN FRESH MARKET,4349 W NORTHWEST HWY,,75220,2015-11-05,100,routine
PRODUCE,4349 W NORTHWEST HWY,,75220,2015-11-05,100,routine
SPRING VALLEY ELEM,13535 SPRING GROVE AVE,,75240,2015-11-05,100,routine
STARBUCK'S COFFEE,2200 ROSS AVE,#250,75201,2015-11-05,100,routine
BURGER HILL,3850 W CLARENDON DR,,75211,2015-11-06,85,routine
ST MARKS SCHOOL OF TEXAS,10600 PRESTON RD,,75230,2015-11-06,85,routine
ADVENTURE LANDING,17717 COIT RD,,75252,2015-11-06,90,routine
HARDEMAN'S B B Q & CATERING,2425 W KIEST BLVD,,75233,2015-11-06,90,routine
HIGHLAND SPRINGS,8000 FRANKFORD RD,,75252,2015-11-06,90,routine
KIEST BLVD SHELL - DELI,500 W KIEST BLVD,,75224,2015-11-06,90,routine
TACO RICO TAQUERIA,2850 W CLARENDON DR,,75211,2015-11-06,90,routine
KIEST BLVD SHELL,500 W KIEST BLVD,,75224,2015-11-06,91,routine
TEJANO BBQ & MORE,17509 COIT RD,#2,75252,2015-11-06,91,routine
A SENIOR LIVING FACILITY,7910 FRANKFORD RD,,75252,2015-11-06,94,routine
HOME RUN PIZZA,718 W JEFFERSON BLVD,,75208,2015-11-06,94,routine
PIZZA PATRON #0002,2627 W JEFFERSON BLVD,#217,75211,2015-11-06,94,routine
HILLCREST MARKET,8000 FRANKFORD,,75252,2015-11-06,97,routine
RUSH PATISSERIE,1201 ELDORADO AVE,,75208,2015-11-06,97,routine
LATIN DELI,5844 ABRAMS RD,,75214,2015-11-09,70,routine
CAFE ROTI,4438 MCKINNEY AVE,#100,75205,2015-11-09,72,routine
FLYING FISH,6126 LUTHER LN,#B,75225,2015-11-09,73,routine
HILTON,5954 LUTHER LN,#100,75225,2015-11-09,80,routine
RESTAURANT,6130 LUTHER LN,,75225,2015-11-09,80,routine
