name,address_street,address_suite,address_zip,inspection_date,inspection_score,inspection_type
TAQUERIA EL TOCALLO,527 SUNSET AVE,,75208,2017-01-12,81,routine
DICKEY'S BARBEQUE PIT,2919 FOREST LN,,75234,2017-01-12,82,routine
PAISANITA TAQUERIA,2930 W DAVIS ST,,75211,2017-01-12,82,routine
7-ELEVEN,3230 W DAVIS ST,,75211,2017-01-12,83,routine
RACK DADDY'S,17509 COIT RD,,75252,2017-01-12,83,routine
LA MADELEINE,11930 PRESTON RD,#100,75230,2017-01-12,84,routine
MCDONALDS #12884,3750 FOREST LN,,75229,2017-01-12,84,routine
PAPA JOHNS PIZZA,3206 W DAVIS ST,100,75211,2017-01-12,85,routine
S C MAX LLC,910 S CORINTH ST,,75203,2017-01-12,85,routine
REED'S BBQ,1811 S BUCKNER BLVD,,75217,2017-01-12,86,routine
SUSHI ROCK,7601 CAMPBELL RD,#700,75248,2017-01-12,87,routine
LAKE HIGHLAND DONUTS,9661 AUDELIA RD,107,75238,2017-01-12,88,routine
PICASSO'S PIZZA & GRILL,7215 SKILLMAN ST,#300,75231,2017-01-12,88,routine
KOHL'S DALLAS,17657 WATERVIEW PKWY,,75252,2017-01-12,89,routine
SPEEDY BEER & WINE,1951 SINGLETON BLVD,#100,75212,2017-01-12,89,routine
DICKEY'S BARBECUE PIT,2222 MEDICAL DISTRICT DR,#180,75235,2017-01-12,90,routine
FUZZY'S TACO SHOP,4740 W MOCKINGBIRD LN,#101,75209,2017-01-12,90,routine
TAQUERIA PANCHITO,803 S BEACON ST,#100,75223,2017-01-12,90,routine
WOODLANDS,6073 FOREST LN,,75230,2017-01-12,90,routine
BOSTON MARKET #0325,3797 FOREST LN,#101,75234,2017-01-12,91,routine
LOS GARCIA'S RESTAURANT,10788 HARRY HINES BLVD,#G18,75220,2017-01-12,91,routine
NEIGHBORHOOD SERVICES,5027 W LOVERS LN,,75209,2017-01-12,91,routine
VALERO CORNER STORE# 2417,7887 MCCALLUM BLVD,,75252,2017-01-12,91,routine
B-Z SHOP,7602 GREAT TRINITY FOREST WAY,,75217,2017-01-12,92,routine
B-Z SHOP FOOD STORE #2,7036 S LOOP 12,,75217,2017-01-12,92,routine
COURTYARD BY MARRIOTT,2930 FOREST LN,,75234,2017-01-12,92,routine
FRESCO DELI,12900 PRESTON RD,#113,75230,2017-01-12,92,routine
ONE NOSTALGIA PLACE,6521 ABRAMS RD,,75231,2017-01-12,92,routine
SUBWAY,9660 AUDELIA RD,212,75238,2017-01-12,92,routine
WEST TOWN BAKERY,5227 SINGLETON BLVD,,75212,2017-01-12,92,routine
DOLLAR TREE,4777 VISTAWOOD BLVD,#150,75232,2017-01-12,93,routine
DOMINO'S PIZZA #6974,4105 SKILLMAN ST,,75206,2017-01-12,93,routine
LA MICHOACANA (TAQUERIA),8707 E RL THORNTON FRWY,,75228,2017-01-12,93,routine
T BAR M RACQUET CLUB,6060 DILBECK LN,,75240,2017-01-12,93,routine
BURGER KING,725 W ILLINOIS AVE,,75224,2017-01-12,94,routine
FUJI FOOD,6185 RETAIL RD,#110,75231,2017-01-12,94,routine
PHOENIX HOUSE,2345 REAGAN ST,,75219,2017-01-12,94,routine
QUEENS DONUTS,7616 GREAT TRINITY FOREST WAY,#B,75217,2017-01-12,94,routine
BENNY'S BAGELS LAKEWOOD,1901 SKILLMAN ST,,75206,2017-01-12,95,routine
DONUT KING,4105 SKILLMAN ST,#A,75206,2017-01-12,95,routine
GOJI CAFE,2330 ROYAL LN,#900,75229,2017-01-12,95,routine
PALETERIA MEXICO,327 W MOCKINGBRIRD LN,,75247,2017-01-12,95,routine
SNAP KITCHEN,4115 SKILLMAN ST,,75206,2017-01-12,95,routine
T BAR M RACQUET POOLS,6060 DILBECK LN,,75240,2017-01-12,95,routine
JASON'S DELI,9100 N CENTRAL EXPW,#139,75231,2017-01-12,96,routine
LA MICHOACANA (MEAT MARKET),8707 E RL THORNTON FRWY,,75228,2017-01-12,96,routine
STOP & SHOP,1313 N JIM MILLER RD,,75217,2017-01-12,96,routine
AGUAS FRESCAS Y MAS,803 S BEACON ST,300,75223,2017-01-12,97,routine
CANDLEWOOD DALLAS,13939 NOEL RD,,75240,2017-01-12,97,routine
DAIRY WAY GROCERY,2854 W DAVIS ST,,75211,2017-01-12,97,routine
LA MICHOACANA (BAKERY),8707 E RL THORNTON FRWY,,75228,2017-01-12,97,routine
LA MICHOACANA (CARNITAS),8707 E RL THORNTON FRWY,,75228,2017-01-12,97,routine
LA MICHOACANA GROCERY/PRODUCE,8707 E RL THORNTON FRWY,,75228,2017-01-12,97,routine
TOYS & MORE,2534 ROYAL LN,A5,75229,2017-01-12,97,routine
AMIGO'S FOOD STORE,722 S BEACON ST,100,75223,2017-01-12,98,routine
DALLAS NUTRITION,6523 ABRAMS RD,,75231,2017-01-12,98,routine
NEW SPEEDY BEER & WINE,1951 SINGLETON BLVD,#100,75212,2017-01-12,98,routine
STAYBRIDGE SUITES,16060 DALLAS PKWY,,75248,2017-01-12,98,routine
C-STORE #12,4040 CEDAR SPRINGS RD,,75219,2017-01-12,100,routine
QUIKTRIP,2968 FOREST LN,,75234,2017-01-12,100,routine
TRES AMIGOS,2308 OATES DR,,75228,2017-01-13,70,routine
LUPITA CAFE,2316 OATES DR,,75228,2017-01-13,71,routine
7-ELEVEN #35425,8302 ABRAMS RD,,75243,2017-01-13,75,routine
GOOD MORNING DONUT SHOP,3206 W DAVIS,#B,75211,2017-01-13,80,routine
LAKEWOOD SMOKEHOUSE,1901 ABRAMS RD,,75214,2017-01-13,80,routine
CK BILLIARDS,19049 MARSH LN,#109,75252,2017-01-13,82,routine
COLORADO STOP - OPEN FOODS,837 N LANCASTER AVE,,75203,2017-01-13,82,routine
THE OAK CAFE & DELI,400 S ZANG BLVD,LLC30,75208,2017-01-13,82,routine
CICI'S PIZZA,3128 FOREST LN,#211,75234,2017-01-13,83,routine
I LOVE EGG ROLLS,9759 FOREST LN,#100,75243,2017-01-13,83,routine
LINARES NUEVO LEON,1101 S HASKELL AVE,,75223,2017-01-13,83,routine
CENTRAL CAFE & GRILL,10000 N CENTRAL EXPW,#129,75231,2017-01-13,84,routine
CRU FOOD & WINE BAR,8008 CEDAR SPRINGS RD,C2261,75235,2017-01-13,84,routine
MANCHU WOK,8008 CEDAR SPRINGS RD,C2186,75235,2017-01-13,84,routine
RICE BOWL EXPRESS,8306 LAKE JUNE RD,,75217,2017-01-13,85,routine
SUBWAY,8104 LAKE JUNE RD,,75217,2017-01-13,85,routine
LA AZTECA MEAT MARKET,3046 FOREST LN,B,75234,2017-01-13,86,routine
TORTILLERIA QUIROGA,2002 S EDGEFIELD AVE,,75224,2017-01-13,86,routine
LE CAFE CENTRAL,8750 N CENTRAL EXPW,#150,75231,2017-01-13,87,routine
MOE'S SOUTHWEST GRILL,8008 CEDAR SPRINGS RD,C2181,75235,2017-01-13,87,routine
SAM'S CLUB GROCERY,2900 W WHEATLAND RD,,75237,2017-01-13,87,routine
SKY CANON FEATURING STEPHEN PYLES,8008 CEDAR SPRINGS RD,C2216,75235,2017-01-13,87,routine
BRUEGGAR'S BAGELS,8008 HERB KELLEHER WAY,L1045,75209,2017-01-13,88,routine
JAY'S DONUT,4727 FRANKFORD RD,#345,75287,2017-01-13,88,routine
C-STORE,3128 MCKINNEY AVE,,75204,2017-01-13,89,routine
LIBERTY BURGER,1904 ABRAMS RD,#201,75214,2017-01-13,89,routine
SAM'S CLUB #8282 - DEMO ROOM,2900 W WHEATLAND RD,,75237,2017-01-13,89,routine
VERTS 75W,7949 WALNUT HILL LN,#120,75230,2017-01-13,89,routine
S CENTRAL 1ST GAS BEER & WINE,2111 S CESAR CHAVEZ BLVD,,75215,2017-01-13,90,routine
SAM'S CLUB BAKERY,2900 W WHEATLAND RD,,75237,2017-01-13,90,routine
SAMS CLUB/CAFE,2900 W WHEATLAND RD,,75237,2017-01-13,90,routine
SUSHI ROBATA,4727 FRANKFORD RD,313,75287,2017-01-13,90,routine
THE MIXING BOWL BAKERY,3800 W DAVIS ST,,75211,2017-01-13,90,routine
PAPA JOHN'S PIZZA #1063,4727 FRANKFORD RD,#341,75287,2017-01-13,92,routine
LULU AUTHENTIC MEXICAN RE,1234 NEWPORT AVE,,75224,2017-01-13,93,routine
SAMS CLUB MEAT,2900 W WHEATLAND RD,,75237,2017-01-13,93,routine
FLY BAR @ LOVE FIELD,8008 HERB KELLEHER WAY,L2001,75235,2017-01-13,94,routine
GOODY'S FOOD STORE,756 N ST AUGUSTINE RD,,75217,2017-01-13,94,routine
SSS INTERNATIONAL INC,1050 N WESTMORELAND RD,#312,75211,2017-01-13,94,routine
DON JORGE'S COCINA,1436 S BUCKNER BLVD,,75217,2017-01-13,95,routine
SHOP N GO GROCERY,1909 S CESAR CHAVEZ BLVD,,75215,2017-01-13,95,routine
1.00 PLUS STORE,6102 SAMUELL BLVD,#104,75227,2017-01-13,96,routine
DUNKIN DONUTS,8008 CEDAR SPRINGS RD,L2103,75235,2017-01-13,96,routine
DAIRY QUEEN RESTAURANT,332 S ST AUGUSTINE RD,,75217,2017-01-13,97,routine
JIMMY JOHN'S GOURMET SANDWICHES,3100 FOREST LN,#200,75229,2017-01-13,97,routine
LONG JOHN SILVER'S #5101,3106 FOREST LN,,75234,2017-01-13,97,routine
ONE DALLAS CENTER BAR,350 N ST. PAUL ST,#120,75201,2017-01-13,97,routine
POPCORN REPUBLIC,4701 FRANKFORD RD,#225,75287,2017-01-13,97,routine
SAM'S CLUB/ROTISSERIE,2900 W WHEATLAND RD,,75237,2017-01-13,97,routine
C.J.'S BILLIARD,4848 MILITARY PKWY,,75223,2017-01-13,98,routine
GC DELIVERY,2015 CORINTH ST,,75215,2017-01-13,99,routine
BUILDING 3,2815 S ERVAY ST,#3,75215,2017-01-13,100,routine
WALGREENS #05092,3418 MCKINNEY AVE,,75204,2017-01-13,100,routine
H K BAKERY,9780 WALNUT ST,#360A,75243,2017-01-14,75,routine
CHINA WOK,4849 SUNNYVALE ST,,75216,2017-01-14,80,routine
HONG KONG MARKET PLACE,9780 WALNUT ST,#360,75243,2017-01-14,81,routine
TWO PODNERS,1441 ROBERT B CULLUM BLVD,,75210,2017-01-14,83,routine
GOLDEN CROWN BBQ - REGULAR KITCHEN,9780 WALNUT ST,#360C,75243,2017-01-14,84,routine
GOLDEN CROWN BBQ - BBQ KITCHEN,9780 WALNUT ST,#360T,75243,2017-01-14,87,routine
SOUTHSIDE HOUSE OF TACOS,2727 WARREN AVE,,75215,2017-01-14,88,routine
EL MAGO ANTOJITOS MEXICANOS,12917 JUPITER RD,,75238,2017-01-14,90,routine
FOREST DONUT,7726 FOREST LN,,75230,2017-01-14,90,routine
DENNY'S,9009 SKILLMAN ST,,75243,2017-01-14,92,routine
RACETRAC PETROLEUM #613,10707 MILLER RD,,75228,2017-01-14,92,routine
DALLAS FAIRFIELD INN,9230 LBJ FRWY,,75243,2017-01-14,93,routine
PIZZA LOUNGE,841 EXPOSITION AVE,,75226,2017-01-14,94,routine
WENDY'S #2598,9501 FOREST LN,,75243,2017-01-14,94,routine
WORLD OF SPICES,13340 AUDELIA RD,#136,75243,2017-01-14,94,routine
PACIFIC PURE WATER #1 WATER,9780 WALNUT ST,#250,75243,2017-01-14,95,routine
VICTORIA FOLAKE EVENT CENTRE,10538 FOREST LN,,75243,2017-01-14,95,routine
EL POLLO LOCO,9425 FOREST LN,,75243,2017-01-14,96,routine
PLAYMATE'S CLUB,5004 HOHEN AVE,,75215,2017-01-14,96,routine
PAL'S FOOD MART,2307 E ANN ARBOR AVE,,75216,2017-01-14,97,routine
RED LOBSTER #0873,9069 VANTAGE POINT,,75243,2017-01-14,99,routine
EIGHT BELLS ALEHOUSE,831 EXPOSITION AVE,#C,75226,2017-01-14,100,routine
CHICKEN CHICK'S,9203 SKILLMAN ST,#108,75243,2017-01-16,89,routine
WHITE ROCK COFFEE,10211 PLANO RD,#104,75238,2017-01-16,89,routine
YOU SAVE MART,9205 SKILLMAN ST,125,75243,2017-01-16,92,routine
SUBWAY #32444,10660 PLANO RD,#114,75238,2017-01-16,94,routine
SHOP T MART,12307 PLANO RD,,75243,2017-01-16,97,routine
NOOR SON 99 CENT PLUS,9203 SKILLMAN ST,#106,75243,2017-01-16,100,routine
EL POLLO REGIO,6614 E NORTHWEST HWY,,75231,2017-01-17,71,routine
ANOTHER BROKEN EGG CAFE,1152 N BUCKNER BLVD,101H,75218,2017-01-17,72,routine
1 QUICK STOP FOOD MART,337 E LEDBETTER RD,C,75216,2017-01-17,80,routine
AUNT MARY'S SNACK BAR,7815 GREAT TRINITY FOREST WAY,,75217,2017-01-17,80,routine
EL FENIX,240 WEBB CHAPEL VILLAGE S/C,,75229,2017-01-17,80,routine
LUSH CATERING,11390 GRISSOM LN,,75229,2017-01-17,80,routine
GLORIA'S RESTAURANT,600 N BISHOP AVE,,75208,2017-01-17,82,routine
HICKORY HOUSE BBQ,600 S RIVERFRONT BLVD,#A,75207,2017-01-17,82,routine
RUGGERI'S PRESTON ROYAL RESTAURANT,5950 ROYAL LN,#A,75230,2017-01-17,82,routine
PARKER BARROWS,338 W DAVIS ST,,75208,2017-01-17,83,routine
RONNIES CATFISH #2,2120 N ST AUGUSTINE RD,#108,75227,2017-01-17,84,routine
BG MART 2 LLC,8460 DENTON DR,,75235,2017-01-17,85,routine
APPLEBEE'S NEIGHBORHOOD BAR & GRILL,3565 FRANKFORD RD,,75287,2017-01-17,86,routine
YOLK,8315 WESTCHESTER DR,,75225,2017-01-17,86,routine
KORYO KALBI KOREAN BBQ,2560 ROYAL LN,#105,75229,2017-01-17,87,routine
FRUTERIA CANO,13531 MONTFORT DR,#125,75240,2017-01-17,88,routine
JACK IN THE BOX #794,2021 S BUCKNER BLVD,,75217,2017-01-17,88,routine
LA CABANITA TAQUERIA,10777 HARRY HINES BLVD,#130,75220,2017-01-17,88,routine
SMART MART,3150 E LEDBETTER DR,,75216,2017-01-17,88,routine
EDDIE'S BACK BAR,1112 N RIVERFRONT BLVD,,75207,2017-01-17,89,routine
KITCHEN - JOULE MAIN KITCHEN,1530 MAIN ST,,75201,2017-01-17,89,routine
WILLIAMS FRIED CHICKEN,7959 GREAT TRINITY FOREST WAY,,75217,2017-01-17,89,routine
ZEN SUSHI BAR,380 W SEVENTH ST,,75208,2017-01-17,89,routine
FORESTWOOD GARDEN TEA ROOM F,5333 FOREST LN,#F,75234,2017-01-17,90,routine
NICK & SAM'S GRILL,8111 PRESTON RD,#150,75225,2017-01-17,90,routine
NOODLE NEXUS,325 N ST PAUL ST,#B-30,75201,2017-01-17,90,routine
FAMILY DOLLAR #3732,2843 E LEDBETTER DR,,75216,2017-01-17,91,routine
MARIA'S ICE CREAM & FRUTERIA,6870 SHADY BROOK LN,,75231,2017-01-17,91,routine
MINI MART,9595 SCYENE RD,,75227,2017-01-17,91,routine
BEYOND THE BOX,325 N ST PAUL ST,#G-8,75201,2017-01-17,92,routine
KUAI DUMPLINGS & SOUPS,325 N ST PAUL ST,C9,75201,2017-01-17,92,routine
QUIZNO'S #1010,325 N ST PAUL ST,#P5,75201,2017-01-17,92,routine
SAN JANG KOREAN RESTAURANT,11276 HARRY HINES BLVD,#102,75229,2017-01-17,92,routine
ZAGUAN EXPRESS,325 N ST PAUL ST,C1&C6,75201,2017-01-17,92,routine
CARVER PARK,7557 RAMBLER RD,#170,75231,2017-01-17,93,routine
SONNY BRYAN'S SMOKEHOUSE,325 N ST PAUL ST,,75201,2017-01-17,93,routine
CHICK-FIL-A ST FRANKFORD FSU,4523 FRANKFORD RD,,75287,2017-01-17,94,routine
DAIQUIRIS TO GO,543 S RIVERFRONT BLVD,,75207,2017-01-17,94,routine
EL PARAISO RESTAURANT & BAR,3373 LOMBARDY LN,,75220,2017-01-17,94,routine
POTBELLY SANDWICH SHOP,12747 MIDWAY RD,#100,75244,2017-01-17,94,routine
RICE CHICKEN,2558 ROYAL LN,,75229,2017-01-17,94,routine
STARBUCKS,8026 PARK LN,,75231,2017-01-17,94,routine
HOMEWOOD SUITES BY HILTON,2747 N STEMMONS FRWY,,75207,2017-01-17,95,routine
CVS PHARMACY #7440,17410 MARSH LN,,75252,2017-01-17,96,routine
MURPHY'S DELI,13737 NOEL RD,#250,75240,2017-01-17,96,routine
WHATABURGER,18253 MARSH LN,,75287,2017-01-17,96,routine
BOWL & BARREL,8084 PARK LN,B145,75231,2017-01-17,97,routine
JOUEL BANQUET KITCHEN,1530 MAIN ST,,75201,2017-01-17,97,routine
JOULE HOTE LOBBY/ BAR,1530 MAIN ST,,75201,2017-01-17,97,routine
MUNDO LATINO,13523 MONTFORT PL,,75240,2017-01-17,97,routine
REPUBLIC SUNDRY & GIFT,325 N ST. PAUL ST,#C3,75201,2017-01-17,97,routine
ZARRAZ GRILL,17194 PRESTON RD,#115,75248,2017-01-17,97,routine
EAST HAMPTON SANDWICH CO,3888 OAK LAWN AVE,#100,75219,2017-01-17,98,routine
PHIL'S PHILLY GRILL,5225 BELTLINE RD,#254,75254,2017-01-17,98,routine
STARBUCKS,3555 FRANKFORD RD,,75287,2017-01-17,98,routine
STARBUCKS COFFEE,3100 FOREST LN,#100,75234,2017-01-17,98,routine
BANQUET KITCHEN - BALLROOM LEVEL,1530 MAIN ST,,75201,2017-01-17,99,routine
CHIPOTLE MEXICAN GRILL,14715 COIT RD,#102,75254,2017-01-17,100,routine
HOMEWOOD SUITES SWEET SHOP,2747 N STEMMONS FRWY,,75207,2017-01-17,100,routine
JOULE BAR B,1530 MAIN ST,,75201,2017-01-17,100,routine
JOULE HOTEL - POOL BAR,1530 MAIN ST,,75201,2017-01-17,100,routine
JOULE HOTEL- RESTAURANT,1530 MAIN ST,,75201,2017-01-17,100,routine
JOULE MAIN BAR A,1530 MAIN ST,,75201,2017-01-17,100,routine
KITCHEN - GARDEN LEVEL,1530 MAIN ST,,75201,2017-01-17,100,routine
GENGHIS GRILL,5500 GREENVILLE AVE,#402,75206,2017-01-18,81,follow-up
IN-N-OUT CHICKEN & SEAFOOD,8817 CLARK RD,#200,75249,2017-01-18,61,routine
HOTEL MAGNOLIA,1401 COMMERCE ST,,75201,2017-01-18,70,routine
LUCKY TEXAS #2 / TAQUERIA,3603 MARVIN D LOVE FRWY,#100,75224,2017-01-18,71,routine
SAUCY'S THAI & PHO,5944 ROYAL LN,,75230,2017-01-18,71,routine
THE RESERVE OF NORTH DALLAS,12271 COIT RD,,75251,2017-01-18,76,routine
7-ELEVEN #35422A,10120 E NORTHWEST HWY,,75218,2017-01-18,80,routine
FREEBIRDS,5500 GREENVILLE AVE,#209,75206,2017-01-18,80,routine
JUICENG HEALTH BAR,5500 GREENVILLE AVE,#100,75206,2017-01-18,80,routine
MCDONALDS,7007 W WHEATLAND RD,,75249,2017-01-18,80,routine
RAINBOW DONUTS,8302 LAKE JUNE RD,,75217,2017-01-18,80,routine
SUPER MERCADO MONTERREY TAQUERIA,1120 S WESTMORELAND RD,,75211,2017-01-18,80,routine
LA FLOR DE MICHOACAN,7906 LAKE JUNE RD,,75217,2017-01-18,81,routine
SUPER MERCADO MONTERREY KITCHEN,1120 S WESTMORELAND RD,,75211,2017-01-18,81,routine
FLYING HORSE CAFE,1401 COMMERCE ST,#A,75201,2017-01-18,82,routine
BUY LOW FOOD CHUPACABRAS,4825 ROSS AVE,,75204,2017-01-18,83,routine
PALETERIA LA SUPER,3317 W DAVIS ST,B,75211,2017-01-18,83,routine
PHO IS FOR LOVERS,5521 GREENVILLE AVE,#105,75206,2017-01-18,84,routine
SUPER MERCADO MONTERREY MEAT MKT,1120 S WESTMORELAND RD,,75211,2017-01-18,84,routine
BACK HOME BARBECUE,5014 ROSS AVE,,75206,2017-01-18,85,routine
BOTANAS RAKIS,2900 W DAVIS ST,,75211,2017-01-18,85,routine
DUGG BURGER,9540 GARLAND RD,#407,75218,2017-01-18,85,routine
GORDON BIERSCH BREWERY RESTAURANT,8060 PARK LN,B-125,75231,2017-01-18,85,routine
BAKERY/DELI,15757 COIT RD,,75248,2017-01-18,86,routine
BLACK JACK PIZZA,2120 N ST AUGUSTINE RD,#100,75227,2017-01-18,86,routine
DICKEY'S BARBECUE,8008 HERB KELLER WAY,C2190,75235,2017-01-18,87,routine
FRESHII,3600 GASTON AVE,107,75246,2017-01-18,87,routine
FUDDRUCKERS,5500 GREENVILLE AVE,#505,75206,2017-01-18,87,routine
MAKI BOY,2330 ROYAL LN,#600,75229,2017-01-18,87,routine
MCDONALDS,9403 GARLAND RD,,75218,2017-01-18,87,routine
POPEYES,2978 W WHEATLAND RD,,75237,2017-01-18,87,routine
DICKEY'S BARBECUE,8008 CEDAR SPRINGS RD,C2190,75235,2017-01-18,88,routine
WESTIN GALLERIA DALLAS MAIN KITCHEN,13340 DALLAS PKWY,,75240,2017-01-18,88,routine
ZOE'S KITCHEN,8018 PARK LN,#100,75231,2017-01-18,88,routine
DEARL'S GROCERY (DELI),9223 ELAM RD,,75217,2017-01-18,89,routine
MARISCOS 2000 #2,2460 WALNUT HILL LN,,75229,2017-01-18,89,routine
MUMBAI GRILL,17370 PRESTON RD,#490,75252,2017-01-18,89,routine
RJ MEXICAN CUISINE,1701 N MARKET ST,#102,75202,2017-01-18,89,routine
7-ELEVEN CONVENIENCE STORE #2132B,2129 ABRAMS RD,,75214,2017-01-18,90,routine
COMMUNITY BEER,1530 INSPIRATION DR,#200,75207,2017-01-18,90,routine
THE HIDEAWAY,14902 PRESTON RD,#924,75254,2017-01-18,91,routine
THE SCHOOL OF CULINARY ART,8080 PARK LN,#3,75231,2017-01-18,91,routine
ZAGUAN BAKERY & CAFE,2604 OAK LAWN AVE,,75219,2017-01-18,91,routine
7-ELEVEN CONVENIENCE STORE #12214,13608 PRESTON RD,,75240,2017-01-18,92,routine
RESTAURANT/TAVERN,211 N ERVAY ST,#100,75201,2017-01-18,92,routine
SOUTHERN MAID DONUTS,801 N RIVERFRONT BLVD,#200,75207,2017-01-18,92,routine
SUPER MERCADO MONTERREY BAKERY &TOR,1120 S WESTMORELAND RD,,75211,2017-01-18,92,routine
DEARL'S SUPERMARKET,9223 ELAM RD,,75217,2017-01-18,93,routine
FAMILY DOLLAR #1476,3200 S LANCASTER RD,#750,75216,2017-01-18,93,routine
NEVERIA Y FRUTERIA LA FRESITA,8433 LAKE JUNE RD,,75217,2017-01-18,93,routine
PIZZA HUT,7989 BELTLINE RD,#80,75240,2017-01-18,93,routine
SONIC DRIVE IN,4801 ROSS AVE,,75204,2017-01-18,93,routine
DUNKIN DONUTS,8008 CEDAR SPRINGS RD,C2174,75235,2017-01-18,94,routine
WHITNEY YOUNG ELEMENTARY,4601 VETERANS DR,,75216,2017-01-18,94,routine
ACENSION COFFEE ROASTERS LP,2500 FARRINGTON ST,#180,75207,2017-01-18,95,routine
GRABBAGREEN,3417 GASTON AVE,#120,75246,2017-01-18,95,routine
JACK IN THE BOX 4820,190 CONTINENTAL AVE,,75207,2017-01-18,95,routine
LIMON'S TAMALES-TACOS-ENCHILADAS,3105 W DAVIS ST,,75211,2017-01-18,95,routine
MEAT,15757 COIT RD,,75248,2017-01-18,95,routine
WALGREENS #07783,2301 LAKELAND DR,,75228,2017-01-18,95,routine
WB RIVERFRONT SHELL,707 N RIVERFRONT BLVD,,75207,2017-01-18,95,routine
WHICH WICH,8060 PARK LN,#B116,75231,2017-01-18,95,routine
GROCERY/PRODUCE,15757 COIT RD,,75248,2017-01-18,96,routine
LAKE JUNE QUICK TRACK,6808 LAKE JUNE RD,,75217,2017-01-18,96,routine
SUPER MERCADO MONTERREY GROCERY/GRILL,1120 S WESTMORELAND RD,,75211,2017-01-18,96,routine
SUZY DONUTS,2330 ROYAL LN,#700,75229,2017-01-18,96,routine
ARLINGTON HALL,3400 TURTLE CREEK BLVD,,75219,2017-01-18,97,routine
BASKIN ROBINS / TEXSPRESS,8008 CEDAR SPRINGS RD,C2521,75235,2017-01-18,97,routine
BERKSHIRE CAFE,5950 BERKSHIRE LN,#175,75225,2017-01-18,97,routine
LA QUINTA INN/SUITES,2421 WALNUT HILL LN,,75229,2017-01-18,97,routine
CAFE IZMIR,211 N ERVAY ST,LL100,75201,2017-01-18,98,routine
FAMILY DOLLAR #2872,1300 GREENVILLE AVE,,75206,2017-01-18,98,routine
POTBELLY SANDWICH SHOP,3417 GASTON AVE,#100,75246,2017-01-18,98,routine
SNAPPY SALADS,14902 PRESTON RD,512-A,75254,2017-01-18,99,routine
WESTIN GALLERIA DALLAS BANQUET KITCHEN,13340 DALLAS PKWY,,75240,2017-01-18,99,routine
BISTRO RESTAURANT BAR 2ND FL,13340 DALLAS PKWY,,75240,2017-01-18,100,routine
CVS PHARMACY,14041 NOEL RD,,75240,2017-01-18,100,routine
ROUND UP SALOON,3912 CEDAR SPRINGS RD,,75219,2017-01-18,100,routine
WESTIN GALLERIA DALLAS EMPLOYEE KITCHEN,13340 DALLAS PKWY,,75240,2017-01-18,100,routine
WESTIN PRIVATE EVENT ROOM,13340 DALLAS PKWY,,75240,2017-01-18,100,routine
CELEBRITY CAFE & BAKERY,10720 PRESTON RD,#1016,75230,2017-01-19,86,follow-up
CATFISH FRIDAYS PRODUCTS,6005 S RL THORNTON FRWY,#100,75232,2017-01-19,71,routine
JAMBA JUICE,13350 DALLAS PKWY,3080,75240,2017-01-19,76,routine
SONRISA'S BAR,3244 SAMUELL BLVD,,75223,2017-01-19,77,routine
CHUY'S,4544 MCKINNEY AVE,,75205,2017-01-19,80,routine
COOL RIVER CAFE CRC01,8008 CEDAR SPRINGS RD,C2111,75235,2017-01-19,80,routine
GINGER MAN,6341 LA VISTA DR,,75214,2017-01-19,80,routine
I-35 TEXACO,6005 S RL THORNTON FRWY,,75232,2017-01-19,80,routine
JACK IN THE BOX,110 E CAMP WISDOM RD,,75241,2017-01-19,80,routine
JACKS MAC'S SWILL & GRILL,19009 PRESTON RD,#209,75252,2017-01-19,80,routine
BO BO CHINA RESTAURANT,10630 CHURCH RD,,75238,2017-01-19,81,routine
TURKISH DEPOT DALLAS,6869 FRANKFORD RD,#100,75252,2017-01-19,82,routine
AMERICAN LEGION POST #453,2755 BACHMAN DR,,75220,2017-01-19,83,routine
EL GLOBO TAQUERIA,212 S LLEWELLYN AVE,,75208,2017-01-19,83,routine
RESTAURANT SANTA ROSA,3720 WALNUT HILL LN,,75229,2017-01-19,83,routine
MCDONALDS,2747 FORT WORTH AVE,,75211,2017-01-19,84,routine
SAL'S PIZZA,2525 WYCLIFF AVE,#116,75219,2017-01-19,84,routine
PAPPY'S OLD FASHIONED HAMBURGERS,1475 W MOCKINGBIRD LN,,75247,2017-01-19,85,routine
SPEED MAX #5,5931 S RL THORNTON FRWY,,75232,2017-01-19,85,routine
THE GEM,5915 FOREST LN,#360,75230,2017-01-19,85,routine
7-ELEVEN CONVENIENCE STORE #23379B,7037 LAKE JUNE RD,,75217,2017-01-19,86,routine
DEL NORTE BAKERY #2,2519 FORT WORTH AVE,,75211,2017-01-19,86,routine
MARGARITAS RESTAURANT,2414 N FITZHUGH AVE,,75204,2017-01-19,86,routine
REYNIER'S FRENCH BAKERY,2156 W NORTHWEST HWY,#304,75220,2017-01-19,86,routine
7-ELEVEN,2802 N FITZHUGH AVE,,75204,2017-01-19,87,routine
HELEN'S NIGHT CLUB,3710 SAMUELL BLVD,,75223,2017-01-19,87,routine
MARISCOS LA REYNA,2406 N FITZHUGH AVE,,75204,2017-01-19,87,routine
BOCATTI,3720 WALNUT HILL LN,#102,75229,2017-01-19,88,routine
DOMINO'S PIZZA #6951,3720 WALNUT HILL LN,#105,75229,2017-01-19,88,routine
TAQUERIA LOS ALTOS DE JALISCO #3,7827 LAKE JUNE RD,,75217,2017-01-19,88,routine
